record_id,image_path,prompt,dimension,annotation_file,source_key,questions
"animationbench_00106","camera_motion/basketball2.png","camera tilts down.","camera_motion","camera_motion/prompt.json","basketball2:5",""
"animationbench_00107","camera_motion/basketball2.png","static shot (camera fixed).","camera_motion","camera_motion/prompt.json","basketball2:6",""
"animationbench_00108","camera_motion/drawing2.png","camera zooms in.","camera_motion","camera_motion/prompt.json","drawing2:0",""
"animationbench_00109","camera_motion/drawing2.png","camera zooms out.","camera_motion","camera_motion/prompt.json","drawing2:1",""
"animationbench_00110","camera_motion/drawing2.png","camera pan left.","camera_motion","camera_motion/prompt.json","drawing2:2",""
"animationbench_00111","camera_motion/drawing2.png","camera pan right.","camera_motion","camera_motion/prompt.json","drawing2:3",""
"animationbench_00112","camera_motion/drawing2.png","camera tilts up.","camera_motion","camera_motion/prompt.json","drawing2:4",""
"animationbench_00113","camera_motion/drawing2.png","camera tilts down.","camera_motion","camera_motion/prompt.json","drawing2:5",""
"animationbench_00114","camera_motion/drawing2.png","static shot (camera fixed).","camera_motion","camera_motion/prompt.json","drawing2:6",""
"animationbench_00115","camera_motion/experiment2.png","camera zooms in.","camera_motion","camera_motion/prompt.json","experiment2:0",""
"animationbench_00116","camera_motion/experiment2.png","camera zooms out.","camera_motion","camera_motion/prompt.json","experiment2:1",""
"animationbench_00117","camera_motion/experiment2.png","camera pan left.","camera_motion","camera_motion/prompt.json","experiment2:2",""
"animationbench_00118","camera_motion/experiment2.png","camera pan right.","camera_motion","camera_motion/prompt.json","experiment2:3",""
"animationbench_00119","camera_motion/experiment2.png","camera tilts up.","camera_motion","camera_motion/prompt.json","experiment2:4",""
"animationbench_00120","camera_motion/experiment2.png","camera tilts down.","camera_motion","camera_motion/prompt.json","experiment2:5",""
"animationbench_00121","camera_motion/experiment2.png","static shot (camera fixed).","camera_motion","camera_motion/prompt.json","experiment2:6",""
"animationbench_00122","camera_motion/fishing2.png","camera zooms in.","camera_motion","camera_motion/prompt.json","fishing2:0",""
"animationbench_00123","camera_motion/fishing2.png","camera zooms out.","camera_motion","camera_motion/prompt.json","fishing2:1",""
"animationbench_00124","camera_motion/fishing2.png","camera pan left.","camera_motion","camera_motion/prompt.json","fishing2:2",""
"animationbench_00125","camera_motion/fishing2.png","camera pan right.","camera_motion","camera_motion/prompt.json","fishing2:3",""
"animationbench_00126","camera_motion/fishing2.png","camera tilts up.","camera_motion","camera_motion/prompt.json","fishing2:4",""
"animationbench_00127","camera_motion/fishing2.png","camera tilts down.","camera_motion","camera_motion/prompt.json","fishing2:5",""
"animationbench_00128","camera_motion/fishing2.png","static shot (camera fixed).","camera_motion","camera_motion/prompt.json","fishing2:6",""
"animationbench_00129","camera_motion/garden.png","camera zooms in.","camera_motion","camera_motion/prompt.json","garden:0",""
"animationbench_00130","camera_motion/garden.png","camera zooms out.","camera_motion","camera_motion/prompt.json","garden:1",""
"animationbench_00131","camera_motion/garden.png","camera pan left.","camera_motion","camera_motion/prompt.json","garden:2",""
"animationbench_00132","camera_motion/garden.png","camera pan right.","camera_motion","camera_motion/prompt.json","garden:3",""
"animationbench_00133","camera_motion/garden.png","camera tilts up.","camera_motion","camera_motion/prompt.json","garden:4",""
"animationbench_00134","camera_motion/garden.png","camera tilts down.","camera_motion","camera_motion/prompt.json","garden:5",""
"animationbench_00135","camera_motion/garden.png","static shot (camera fixed).","camera_motion","camera_motion/prompt.json","garden:6",""
"animationbench_00136","camera_motion/kite2.png","camera zooms in.","camera_motion","camera_motion/prompt.json","kite2:0",""
"animationbench_00137","camera_motion/kite2.png","camera zooms out.","camera_motion","camera_motion/prompt.json","kite2:1",""
"animationbench_00138","camera_motion/kite2.png","camera pan left.","camera_motion","camera_motion/prompt.json","kite2:2",""
"animationbench_00139","camera_motion/kite2.png","camera pan right.","camera_motion","camera_motion/prompt.json","kite2:3",""
"animationbench_00140","camera_motion/kite2.png","camera tilts up.","camera_motion","camera_motion/prompt.json","kite2:4",""
"animationbench_00141","camera_motion/kite2.png","camera tilts down.","camera_motion","camera_motion/prompt.json","kite2:5",""
"animationbench_00142","camera_motion/kite2.png","static shot (camera fixed).","camera_motion","camera_motion/prompt.json","kite2:6",""
"animationbench_00143","camera_motion/planting2.png","camera zooms in.","camera_motion","camera_motion/prompt.json","planting2:0",""
"animationbench_00144","camera_motion/planting2.png","camera zooms out.","camera_motion","camera_motion/prompt.json","planting2:1",""
"animationbench_00145","camera_motion/planting2.png","camera pan left.","camera_motion","camera_motion/prompt.json","planting2:2",""
"animationbench_00146","camera_motion/planting2.png","camera pan right.","camera_motion","camera_motion/prompt.json","planting2:3",""
"animationbench_00147","camera_motion/planting2.png","camera tilts up.","camera_motion","camera_motion/prompt.json","planting2:4",""
"animationbench_00148","camera_motion/planting2.png","camera tilts down.","camera_motion","camera_motion/prompt.json","planting2:5",""
"animationbench_00149","camera_motion/planting2.png","static shot (camera fixed).","camera_motion","camera_motion/prompt.json","planting2:6",""
"animationbench_00150","camera_motion/reading2.png","camera zooms in.","camera_motion","camera_motion/prompt.json","reading2:0",""
"animationbench_00151","camera_motion/reading2.png","camera zooms out.","camera_motion","camera_motion/prompt.json","reading2:1",""
"animationbench_00152","camera_motion/reading2.png","camera pan left.","camera_motion","camera_motion/prompt.json","reading2:2",""
"animationbench_00153","camera_motion/reading2.png","camera pan right.","camera_motion","camera_motion/prompt.json","reading2:3",""
"animationbench_00154","camera_motion/reading2.png","camera tilts up.","camera_motion","camera_motion/prompt.json","reading2:4",""
"animationbench_00155","camera_motion/reading2.png","camera tilts down.","camera_motion","camera_motion/prompt.json","reading2:5",""
"animationbench_00156","camera_motion/reading2.png","static shot (camera fixed).","camera_motion","camera_motion/prompt.json","reading2:6",""
"animationbench_00157","distinctive_content/common1.png","Character executes a fast backflip, landing in a small dust puff.","distinctive_content","distinctive_content/metadata.json","common1","[""In the video, does the character perform a fast backflip?"",""In the video, is there a small dust puff when the character lands?""]"
"animationbench_00158","distinctive_content/common3.png","After a heavy punch to the head, the character is dazed: stars, little birds, and tiny Zzz rings orbit above, and the eyes turn into spiraled circle eyes.","distinctive_content","distinctive_content/metadata.json","common3","[""In the video, does the character get punched heavily in the head?"",""In the video, are there stars, little birds, or tiny Zzz rings orbiting above the dazed character's head?"",""In the video, do the character's eyes turn into spiraled circle shapes after being punched?""]"
"animationbench_00159","distinctive_content/common4a.png","Character sees his crush, heart pops out exaggeratedly, and his eyes instantly become pink heart shapes.","distinctive_content","distinctive_content/metadata.json","common4a","[""In the video, does the character see his crush (a new character enter the scene)?"",""In the video, does a big heart pop out exaggeratedly from the character's chest?"",""In the video, do the character's eyes instantly become pink heart shapes?""]"
"animationbench_00160","distinctive_content/common5.png","A blinding blue-white bolt hits the character; the body darkens into a black silhouette revealing a glowing, stylized skeletal outline (x‑ray neon bones), electric arcs and sparks, smoke and embers.","distinctive_content","distinctive_content/metadata.json","common5","[""In the video, does a blinding blue-white bolt hit the character?"",""In the video, does the character's body darken into a black silhouette with glowing neon bones inside?"",""In the video, are there electric arcs, sparks, smoke, or embers around the character after being hit?""]"
"animationbench_00161","distinctive_content/gun2.png","The barrel of the rifle held by the character becomes pliable, dangling like a rope.","distinctive_content","distinctive_content/metadata.json","gun2","[""In the video, does the barrel of the gun become soft and pliable?"",""In the video, does the gun barrel dangle like a rope?""]"
"animationbench_00162","distinctive_content/common6.png","The character starts spinning in place, getting faster and faster, until it becomes a tornado.","distinctive_content","distinctive_content/metadata.json","common6","[""In the video, does the character start spinning in place?"",""In the video, does the character spin faster and faster?"",""In the video, does the spinning character become a tornado?""]"
"animationbench_00163","distinctive_content/common7.png","The character pulled a wooden door from his pocket that was much larger than his pocket.","distinctive_content","distinctive_content/metadata.json","common7","[""In the video, does the character pull a wooden door from his pocket?"",""In the video, is the wooden door clearly larger than the character's pocket?""]"
"animationbench_00164","distinctive_content/common8.png","The character's arms stretch out like rubber, beyond the frame, and then grab an apple and snap back.","distinctive_content","distinctive_content/metadata.json","common8","[""In the video, can the character's arms extend like rubber?"",""In the video, do the rubber arms stretch outside the video scene, which means part of the arms are not visible?"",""In the video, do the rubber arms grab apples?""]"
"animationbench_00165","distinctive_content/common9.png","Springs extend from the soles of the character's shoes, and the character crouches down, charges up, and leaps into the air.","distinctive_content","distinctive_content/metadata.json","common9","[""In the video, do springs extend from the soles of the character's shoes?"",""In the video, does the character crouch down and charge up?"",""In the video, does the character leap high into the air using the springs?""]"
"animationbench_00166","distinctive_content/stone1.png","The character picks up a stone from the ground; the stone becomes clay-like in his hands, and the character easily rolls it into a ball.","distinctive_content","distinctive_content/metadata.json","stone1","[""In the video, does the character pick up a stone from the ground?"",""In the video, does the stone become soft like clay in the character's hands?"",""In the video, does the character roll the stone into a ball?""]"
"animationbench_00167","distinctive_content/common10.png","The character shoots a red laser from their eyes, carving a scorched crack in the ground ahead.","distinctive_content","distinctive_content/metadata.json","common10","[""In the video, does the character shoot a red laser from their eyes?"",""In the video, does the red laser hit the ground ahead?"",""In the video, does the laser carve a scorched crack in the ground?""]"
"animationbench_00168","distinctive_content/common11.png","The ground beneath the character suddenly turns to liquid, causing the character to sink slowly, with only their head remaining above the surface.","distinctive_content","distinctive_content/metadata.json","common11","[""In the video, does the ground beneath the character turn to liquid?"",""In the video, does the character sink into the liquid ground?"",""In the video, does only the character's head remain above the surface while sinking?""]"
"animationbench_00169","distinctive_content/common12.png","The character inhales deeply, and as the character draws in the gas, its body swells into a round sphere.","distinctive_content","distinctive_content/metadata.json","common12","[""In the video, does the character inhale deeply (a noticeable airflow can be seen)?"",""In the video, does the character's body swell up?"",""In the video, does the character's body become a round sphere shape?""]"
"animationbench_00170","distinctive_content/common13.png","The character shows a look of despair, and its whole figure turns black-and-white while everything else remains colored.","distinctive_content","distinctive_content/metadata.json","common13","[""In the video, does the character show a look of despair?"",""In the video, does the character's whole body turn black-and-white?"",""In the video, does everything else in the scene remain in color while the character is black-and-white?""]"
"animationbench_00171","distinctive_content/common14.png","The character instantly shifts from 3D to a 2D paper figure, then sticks to the ground and moves.","distinctive_content","distinctive_content/metadata.json","common14","[""In the video, does the character shift from 3D to a 2D paper figure?"",""In the video, does the character look like a flat paper cutout?"",""In the video, does the paper figure stick to the ground and move along it?""]"
"animationbench_00172","distinctive_content/common15.png","The character’s body slowly fades until it becomes completely transparent and disappears.","distinctive_content","distinctive_content/metadata.json","common15","[""In the video, does the character's body slowly fade?"",""In the video, does the character become completely transparent?"",""In the video, does the character completely disappear?""]"
"animationbench_00173","distinctive_content/common16.png","A white laser hits the character; a puff of smoke rises to cover them, and when the smoke clears, they have transformed into a frog.","distinctive_content","distinctive_content/metadata.json","common16","[""In the video, does a white laser hit the character?"",""In the video, does a puff of smoke cover the character?"",""In the video, has the character transformed into a frog when the smoke clears?""]"
"animationbench_00174","distinctive_content/common17.png","The character sprints forward at breakneck speed with his feet becomes wheel o’ feet.","distinctive_content","distinctive_content/metadata.json","common17","[""In the video, does the character sprint forward at breakneck speed?"",""In the video, do the character's feet turn into wheels?"",""In the video, does the character run using wheel-feet?""]"
"animationbench_00175","distinctive_content/pool1.png","The character dives from the pool’s diving board, but the water in the pool turns solid, causing them to crash heavily into it.","distinctive_content","distinctive_content/metadata.json","pool1","[""In the video, does the character dive from a pool diving board?"",""In the video, does the pool water turn solid like a hard surface?"",""In the video, does the character crash heavily into the solid water surface?""]"
"animationbench_00176","distinctive_content/shadow1.png","The character’s shadow rises and stands, turning into an entirely black silhouette that looks exactly like him.","distinctive_content","distinctive_content/metadata.json","shadow1","[""In the video, does the character's shadow rise up from the ground?"",""In the video, does the shadow stand up independently?"",""In the video, does the shadow become a black silhouette that looks exactly like the character?""]"
"animationbench_00177","diversity/bartending.png","The bartender executes highly skilled flair techniques with dramatic showmanship.","diversity","diversity/prompt.json","bartending",""
"animationbench_00178","diversity/basketball.png","The character performs incredible freestyle tricks with amazing ball handling.","diversity","diversity/prompt.json","basketball",""
"animationbench_00179","diversity/car.png","The car performs extreme stunts, including jumps, spins, and drifts, with thrilling effects.","diversity","diversity/prompt.json","car",""
"animationbench_00180","diversity/dragon.png","The young dragon grew rapidly as it flew, eventually becoming a majestic adult dragon.","diversity","diversity/prompt.json","dragon",""
"animationbench_00181","diversity/painting.png","The artist creates a highly detailed and complex painting with dynamic brush strokes and color blending on the wall.","diversity","diversity/prompt.json","painting",""
"animationbench_00182","diversity/skate1.png","The skateboarder performs a series of complex and visually stunning tricks.","diversity","diversity/prompt.json","skate1",""
"animationbench_00183","diversity/skiing.png","Skiers performed a series of complex and thrilling skiing stunts on the steep slopes.","diversity","diversity/prompt.json","skiing",""
"animationbench_00184","diversity/slime.png","The slime character morphs into various complex and imaginative shapes and forms with fluid movements.","diversity","diversity/prompt.json","slime",""
"animationbench_00185","diversity/boxing2.png","The boxers deliver a series of powerful and precise punches with dynamic footwork and evasive maneuvers.","diversity","diversity/prompt.json","boxing2",""
"animationbench_00186","diversity/presentation2.png","The presenter delivers an engaging and dynamic presentation with captivating visuals and interactive elements.","diversity","diversity/prompt.json","presentation2",""
"animationbench_00187","inertia/Studio Ghibli.png","The character pushes the anime playground swing.","inertia","inertia/inertia.json","Studio Ghibli.png",""
"animationbench_00188","inertia/A_boimimetic_robot,_with_complex_structure_and_circuits._3D_style,_in_cartoon_movie_style._0.png","The character swings on the anime playground swing.","inertia","inertia/inertia.json","A_boimimetic_robot,_with_complex_structure_and_circuits._3D_style,_in_cartoon_movie_style._0.png",""
"animationbench_00189","inertia/eren yeager2.png","The character steps onto the anime rope bridge.","inertia","inertia/inertia.json","eren yeager2.png",""
"animationbench_00190","inertia/Classic French Animation.png","A gentle breeze blows through the shrine corridor.","inertia","inertia/inertia.json","Classic French Animation.png",""
